Domain ID,Domain Name,Class ID,Class Name,Field ID,Field Name,Keywords,Keywords_fr
E,Construction,37, Building and Construction,E.37.99,Other Building and Construction,drilling of wells,forage de puits
E,Construction,37, Building and Construction,E.37.99,Other Building and Construction,all included in class 37,tous compris dans la classe 37
E,Construction,37, Building and Construction,E.37.99,Other Building and Construction,construction consultancy,Conseil en construction
E,Construction,37, Building and Construction,E.37.99,Other Building and Construction,rustproofing,l'épreuve de la rouille;
E,Construction,37, Building and Construction,E.37.99,Other Building and Construction,plastering,plâtrage
E,Construction,37, Building and Construction,E.37.99,Other Building and Construction,anti-rust treatment for vehicles,Traitement antirouille pour véhicules
E,Construction,37, Building and Construction,E.37.99,Other Building and Construction,upholstery,rembourrage
E,Construction,37, Building and Construction,E.37.99,Other Building and Construction,vehicle cleaning,nettoyage des véhicules
E,Construction,37, Building and Construction,E.37.99,Other Building and Construction,building construction and repair,Construction et réparation de bâtiments
E,Construction,37, Building and Construction,E.37.99,Other Building and Construction,cleaning services,Services de nettoyage
E,Construction,40, Treatment of Materials,E.40.01,Treatment of Materials,treatment of materials,traitement des matériaux
E,Construction,40, Treatment of Materials,E.40.01,Treatment of Materials,material treatment information,informations sur le traitement matériel
E,Construction,40, Treatment of Materials,E.40.01,Treatment of Materials,metal treating,Traitement des métaux
E,Construction,40, Treatment of Materials,E.40.01,Treatment of Materials,water treating,traitement de l'eau
E,Construction,40, Treatment of Materials,E.40.01,Treatment of Materials,metal casting,Moulage en métal
E,Construction,40, Treatment of Materials,E.40.01,Treatment of Materials,metal plating,plaqués métalliques
E,Construction,40, Treatment of Materials,E.40.01,Treatment of Materials,metal tempering,trempé en métal
E,Construction,40, Treatment of Materials,E.40.01,Treatment of Materials,burnishing by abrasion,Brûlure par abrasion
E,Construction,40, Treatment of Materials,E.40.01,Treatment of Materials,custom assembling of materials for others,assemblage personnalisé de matériaux pour d'autres
E,Construction,40, Treatment of Materials,E.40.01,Treatment of Materials,decontamination of hazardous materials,décontamination des matières dangereuses
E,Construction,40, Treatment of Materials,E.40.01,Treatment of Materials,paper treating,Traitement du papier
E,Construction,40, Treatment of Materials,E.40.02,Printing,printing,impression
E,Construction,40, Treatment of Materials,E.40.02,Printing,printing services,services d'imprimerie
E,Construction,40, Treatment of Materials,E.40.02,Printing,photographic printing,impression photographique
E,Construction,40, Treatment of Materials,E.40.02,Printing,pattern printing,impression de motifs
E,Construction,40, Treatment of Materials,E.40.02,Printing,offset printing,impression offset
E,Construction,40, Treatment of Materials,E.40.02,Printing,lithographic printing,impression lithographique
E,Construction,40, Treatment of Materials,E.40.02,Printing,digital printing,impression numérique
E,Construction,40, Treatment of Materials,E.40.02,Printing,silkscreen printing,sérigraphie
E,Construction,40, Treatment of Materials,E.40.02,Printing,photogravure,photogravure
E,Construction,40, Treatment of Materials,E.40.03,Recycling,recycling of waste and trash,recyclage des déchets et déchets
E,Construction,40, Treatment of Materials,E.40.03,Recycling,recycling services,Services de recyclage
E,Construction,40, Treatment of Materials,E.40.03,Recycling,recycling,recyclage
E,Construction,40, Treatment of Materials,E.40.03,Recycling,recycling of waste,recyclage des déchets
E,Construction,40, Treatment of Materials,E.40.03,Recycling,waste treatment [transformation],Traitement des déchets [transformation]
E,Construction,40, Treatment of Materials,E.40.03,Recycling,incineration of waste and trash,Incinération des déchets et déchets
E,Construction,40, Treatment of Materials,E.40.03,Recycling,destruction of waste and trash,destruction des déchets et déchets
E,Construction,40, Treatment of Materials,E.40.04,Energy Production,production of energy,production d'énergie
E,Construction,40, Treatment of Materials,E.40.04,Energy Production,energy production,production d'énergie
E,Construction,40, Treatment of Materials,E.40.04,Energy Production,rental of generators,Location de groupes électrogènes
E,Construction,40, Treatment of Materials,E.40.05,Material Processing,engraving,gravure
E,Construction,40, Treatment of Materials,E.40.05,Material Processing,woodworking,Ouvrage du bois
E,Construction,40, Treatment of Materials,E.40.05,Material Processing,grinding,broyage
E,Construction,40, Treatment of Materials,E.40.05,Material Processing,soldering,à souder
E,Construction,40, Treatment of Materials,E.40.05,Material Processing,electroplating,électroplaquage
E,Construction,40, Treatment of Materials,E.40.05,Material Processing,refining services,des services de raffinage
E,Construction,40, Treatment of Materials,E.40.05,Material Processing,laminating,laminage
E,Construction,40, Treatment of Materials,E.40.06,Clothing and Textile Services,dressmaking,couturière
E,Construction,40, Treatment of Materials,E.40.06,Clothing and Textile Services,clothing alteration,changement d'habillement
E,Construction,40, Treatment of Materials,E.40.06,Clothing and Textile Services,applying finishes to textiles,Application des finitions aux textiles
E,Construction,40, Treatment of Materials,E.40.06,Clothing and Textile Services,cloth cutting,Découpe de tissu
E,Construction,40, Treatment of Materials,E.40.99,Other Treatment of Materials,food and drink preservation,préservation des aliments et des boissons
E,Construction,40, Treatment of Materials,E.40.99,Other Treatment of Materials,air purification,purification de l'air
E,Construction,40, Treatment of Materials,E.40.99,Other Treatment of Materials,bookbinding,reliure
E,Construction,40, Treatment of Materials,E.40.99,Other Treatment of Materials,framing of works of art,cadrage d'œuvres d'art
E,Construction,40, Treatment of Materials,E.40.99,Other Treatment of Materials,all included in class 40,tous compris dans la classe 40
E,Construction,40, Treatment of Materials,E.40.99,Other Treatment of Materials,photographic film development,développement de films photographiques
E,Construction,40, Treatment of Materials,E.40.99,Other Treatment of Materials,silkscreen printing,sérigraphie
F,Health,3, Cleaning and Cosmetic Products,F.03.01,Cosmetics,cosmetics,cosmétiques
F,Health,3, Cleaning and Cosmetic Products,F.03.01,Cosmetics,make-up,maquillage
F,Health,3, Cleaning and Cosmetic Products,F.03.01,Cosmetics,cosmetic preparations for skin care,préparations cosmétiques pour soins de la peau
F,Health,3, Cleaning and Cosmetic Products,F.03.01,Cosmetics,lipsticks,rouge à lèvres
F,Health,3, Cleaning and Cosmetic Products,F.03.01,Cosmetics,nail polish,vernis à ongles
F,Health,3, Cleaning and Cosmetic Products,F.03.01,Cosmetics,hair care preparations,Préparations pour soins capillaires
F,Health,3, Cleaning and Cosmetic Products,F.03.01,Cosmetics,cosmetic creams,crèmes cosmétiques
F,Health,3, Cleaning and Cosmetic Products,F.03.01,Cosmetics,toiletries,articles de toilette
F,Health,3, Cleaning and Cosmetic Products,F.03.01,Cosmetics,false eyelashes,faux cils
F,Health,3, Cleaning and Cosmetic Products,F.03.01,Cosmetics,mascara,mascara
F,Health,3, Cleaning and Cosmetic Products,F.03.01,Cosmetics,make-up preparations,Préparations pour le maquillage
F,Health,3, Cleaning and Cosmetic Products,F.03.01,Cosmetics,hair conditioners,revitalisants capillaires
F,Health,3, Cleaning and Cosmetic Products,F.03.01,Cosmetics,nail care preparations,Préparations pour le soin des ongles
F,Health,3, Cleaning and Cosmetic Products,F.03.01,Cosmetics,lotions for cosmetic purposes,lotions à usage cosmétique
F,Health,3, Cleaning and Cosmetic Products,F.03.01,Cosmetics,make-up removing preparations,maquillage en éliminant les préparations
F,Health,3, Cleaning and Cosmetic Products,F.03.01,Cosmetics,false nails,faux ongles
F,Health,3, Cleaning and Cosmetic Products,F.03.01,Cosmetics,non-medicated skin care preparations,préparations pour soins de la peau non médicamentées
F,Health,3, Cleaning and Cosmetic Products,F.03.01,Cosmetics,cosmetic kits,trousses cosmétiques
F,Health,3, Cleaning and Cosmetic Products,F.03.01,Cosmetics,eyebrow cosmetics,cosmétiques pour sourcils
F,Health,3, Cleaning and Cosmetic Products,F.03.01,Cosmetics,oils for cosmetic purposes,huiles à usage cosmétique
F,Health,3, Cleaning and Cosmetic Products,F.03.01,Cosmetics,eyebrow pencils,crayons à sourcils
F,Health,3, Cleaning and Cosmetic Products,F.03.01,Cosmetics,skin care preparations,préparations pour soins de la peau
F,Health,3, Cleaning and Cosmetic Products,F.03.01,Cosmetics,cosmetic pencils,crayons cosmétiques
F,Health,3, Cleaning and Cosmetic Products,F.03.01,Cosmetics,cosmetic preparations for baths,préparations cosmétiques pour bains
F,Health,3, Cleaning and Cosmetic Products,F.03.02,Soaps and Cleansing Products,soaps,savons
F,Health,3, Cleaning and Cosmetic Products,F.03.02,Soaps and Cleansing Products,dentifrices,dentifrices
F,Health,3, Cleaning and Cosmetic Products,F.03.02,Soaps and Cleansing Products,shampoos,shampooings
F,Health,3, Cleaning and Cosmetic Products,F.03.02,Soaps and Cleansing Products,"cleaning, polishing, scouring and abrasive preparations","Préparations pour le nettoyage, le polissage, le récurage et l'abrasion"
F,Health,3, Cleaning and Cosmetic Products,F.03.02,Soaps and Cleansing Products,bleaching preparations and other substances for laundry use,Préparations pour le blanchiment et autres substances destinées à la lessive
F,Health,3, Cleaning and Cosmetic Products,F.03.02,Soaps and Cleansing Products,cleaning preparations,Préparations pour le nettoyage
F,Health,3, Cleaning and Cosmetic Products,F.03.02,Soaps and Cleansing Products,"bleaching, cleaning preparations and non-medicated cosmetics","Blanchiment, produits de nettoyage et cosmétiques non médicamenteux"
F,Health,3, Cleaning and Cosmetic Products,F.03.02,Soaps and Cleansing Products,soap,savon
F,Health,3, Cleaning and Cosmetic Products,F.03.02,Soaps and Cleansing Products,shaving preparations,Préparations pour le rasage
F,Health,3, Cleaning and Cosmetic Products,F.03.03,Hair Care,hair lotions,lotions capillaires
F,Health,3, Cleaning and Cosmetic Products,F.03.03,Hair Care,hair care preparations,Préparations pour soins capillaires
F,Health,3, Cleaning and Cosmetic Products,F.03.03,Hair Care,hair conditioners,revitalisants capillaires
F,Health,3, Cleaning and Cosmetic Products,F.03.03,Hair Care,hair spray,pulvérisateur de cheveux
F,Health,3, Cleaning and Cosmetic Products,F.03.04,Perfumes and Fragrances,perfumes,parfums
F,Health,3, Cleaning and Cosmetic Products,F.03.04,Perfumes and Fragrances,perfumery,parfumerie
F,Health,3, Cleaning and Cosmetic Products,F.03.04,Perfumes and Fragrances,essential oils,huiles essentielles
F,Health,3, Cleaning and Cosmetic Products,F.03.04,Perfumes and Fragrances,"perfumery, essential oils, cosmetics, hair lotions","parfumerie, huiles essentielles, cosmétiques, lotions capillaires"
F,Health,3, Cleaning and Cosmetic Products,F.03.04,Perfumes and Fragrances,incense,encens
F,Health,3, Cleaning and Cosmetic Products,F.03.04,Perfumes and Fragrances,air fragrancing preparations,Préparations pour le fragrancement de l'air
F,Health,3, Cleaning and Cosmetic Products,F.03.04,Perfumes and Fragrances,eau de cologne,eau de Cologne
F,Health,3, Cleaning and Cosmetic Products,F.03.04,Perfumes and Fragrances,perfume,parfum
F,Health,3, Cleaning and Cosmetic Products,F.03.04,Perfumes and Fragrances,toilet water,eau des toilettes
F,Health,3, Cleaning and Cosmetic Products,F.03.04,Perfumes and Fragrances,fragrances,parfums
F,Health,3, Cleaning and Cosmetic Products,F.03.05,Skin Care,beauty masks,masques de beauté
F,Health,3, Cleaning and Cosmetic Products,F.03.05,Skin Care,cosmetic preparations for skin care,préparations cosmétiques pour soins de la peau
F,Health,3, Cleaning and Cosmetic Products,F.03.05,Skin Care,non-medicated skin care preparations,préparations pour soins de la peau non médicamentées
F,Health,3, Cleaning and Cosmetic Products,F.03.05,Skin Care,lotions for cosmetic purposes,lotions à usage cosmétique
F,Health,3, Cleaning and Cosmetic Products,F.03.05,Skin Care,skin care preparations,préparations pour soins de la peau
F,Health,3, Cleaning and Cosmetic Products,F.03.05,Skin Care,cosmetic creams,crèmes cosmétiques
F,Health,3, Cleaning and Cosmetic Products,F.03.05,Skin Care,sunscreen preparations,Préparations pour écrans solaires
F,Health,3, Cleaning and Cosmetic Products,F.03.99,Other Cleaning and Cosmetic Products,tissues impregnated with cosmetic lotions,tissus imprégnés de lotions cosmétiques
F,Health,3, Cleaning and Cosmetic Products,F.03.99,Other Cleaning and Cosmetic Products,all included in class 2,tous compris dans la classe 2
F,Health,5, Pharmaceuticals,F.05.01,Medicinal and Pharmaceutical Products,pharmaceuticals and herbicides,produits pharmaceutiques et herbicides
F,Health,5, Pharmaceuticals,F.05.01,Medicinal and Pharmaceutical Products,pharmaceutical preparations,préparations pharmaceutiques
F,Health,5, Pharmaceuticals,F.05.01,Medicinal and Pharmaceutical Products,pharmaceuticals and veterinary preparations,produits pharmaceutiques et préparations vétérinaires
F,Health,5, Pharmaceuticals,F.05.01,Medicinal and Pharmaceutical Products,medicinal and pharmaceutical preparations,préparations pharmaceutiques et pharmaceutiques
F,Health,5, Pharmaceuticals,F.05.01,Medicinal and Pharmaceutical Products,pharmaceuticals,produits pharmaceutiques
F,Health,5, Pharmaceuticals,F.05.01,Medicinal and Pharmaceutical Products,medicines for human purposes,médicaments à usage humain
F,Health,5, Pharmaceuticals,F.05.01,Medicinal and Pharmaceutical Products,pharmaceutical preparations and substances,préparations et substances pharmaceutiques
F,Health,5, Pharmaceuticals,F.05.01,Medicinal and Pharmaceutical Products,sanitary preparations for medical purposes,préparations sanitaires à usage médical
F,Health,5, Pharmaceuticals,F.05.01,Medicinal and Pharmaceutical Products,veterinary preparations,préparations vétérinaires
F,Health,5, Pharmaceuticals,F.05.01,Medicinal and Pharmaceutical Products,herbal supplements,suppléments à base de plantes
F,Health,5, Pharmaceuticals,F.05.01,Medicinal and Pharmaceutical Products,medicinal herbs,herbes médicinales
F,Health,5, Pharmaceuticals,F.05.02,Dietary and Nutritional Supplements,nutritional supplements,suppléments nutritionnels
F,Health,5, Pharmaceuticals,F.05.02,Dietary and Nutritional Supplements,dietary supplements,compléments alimentaires
F,Health,5, Pharmaceuticals,F.05.02,Dietary and Nutritional Supplements,dietary and nutritional supplements,compléments alimentaires et nutritionnels
F,Health,5, Pharmaceuticals,F.05.02,Dietary and Nutritional Supplements,food supplements,compléments alimentaires
F,Health,5, Pharmaceuticals,F.05.02,Dietary and Nutritional Supplements,vitamin preparations,préparations vitaminées
F,Health,5, Pharmaceuticals,F.05.02,Dietary and Nutritional Supplements,vitamin supplements,compléments vitaminiques
F,Health,5, Pharmaceuticals,F.05.02,Dietary and Nutritional Supplements,mineral food supplements,compléments alimentaires minéraux
F,Health,5, Pharmaceuticals,F.05.02,Dietary and Nutritional Supplements,protein dietary supplements,suppléments diététiques protéiques
F,Health,5, Pharmaceuticals,F.05.02,Dietary and Nutritional Supplements,dietary food supplements,compléments alimentaires
F,Health,5, Pharmaceuticals,F.05.02,Dietary and Nutritional Supplements,dietary supplements for humans and animals,compléments alimentaires pour les humains et les animaux
F,Health,5, Pharmaceuticals,F.05.02,Dietary and Nutritional Supplements,dietary supplements for animals,compléments alimentaires pour animaux
F,Health,5, Pharmaceuticals,F.05.02,Dietary and Nutritional Supplements,vitamin and mineral supplements,suppléments vitaminiques et minéraux
F,Health,5, Pharmaceuticals,F.05.03,Medical and Surgical Supplies,"plasters, materials for dressings","Plastiques, matériaux pour pansements"
F,Health,5, Pharmaceuticals,F.05.03,Medical and Surgical Supplies,"material for stopping teeth, dental wax","matériel pour arrêter les dents, la cire dentaire"
F,Health,5, Pharmaceuticals,F.05.03,Medical and Surgical Supplies,disinfectants,désinfectants
F,Health,5, Pharmaceuticals,F.05.03,Medical and Surgical Supplies,air purifying preparations,Préparations pour la purification de l'air
F,Health,5, Pharmaceuticals,F.05.04,Pest and Vermin Control,preparations for destroying vermin,Préparations pour la destruction de la vermine
F,Health,5, Pharmaceuticals,F.05.04,Pest and Vermin Control,insecticides,insecticides
F,Health,5, Pharmaceuticals,F.05.04,Pest and Vermin Control,fungicides,fongicides
F,Health,5, Pharmaceuticals,F.05.04,Pest and Vermin Control,herbicides,herbicides
F,Health,5, Pharmaceuticals,F.05.04,Pest and Vermin Control,"fungicides, herbicides","fongicides, herbicides"
F,Health,5, Pharmaceuticals,F.05.04,Pest and Vermin Control,pesticides,pesticides
F,Health,5, Pharmaceuticals,F.05.05,Dietetic and Specialized Foods,food for babies,aliments pour bébés
F,Health,5, Pharmaceuticals,F.05.05,Dietetic and Specialized Foods,dietetic substances adapted for medical use,substances diététiques adaptées à un usage médical
F,Health,5, Pharmaceuticals,F.05.05,Dietetic and Specialized Foods,"dietetic substances adapted for medical use, food for babies","substances diététiques adaptées à l'usage médical, aliments pour bébés"
F,Health,5, Pharmaceuticals,F.05.05,Dietetic and Specialized Foods,dietetic foods adapted for medical purposes,aliments diététiques adaptés à des fins médicales
F,Health,5, Pharmaceuticals,F.05.05,Dietetic and Specialized Foods,dietetic beverages adapted for medical purposes,boissons diététiques adaptées à des fins médicales
F,Health,5, Pharmaceuticals,F.05.99,Other Pharmaceuticals,all included in class 5,tous compris dans la classe 5
F,Health,10, Medical Devices,F.10.01,Medical Devices,suture materials,Matériaux de suture
F,Health,10, Medical Devices,F.10.01,Medical Devices,medical and veterinary devices,dispositifs médicaux et vétérinaires
F,Health,10, Medical Devices,F.10.01,Medical Devices,medical apparatus and instruments,appareils et instruments médicaux
F,Health,10, Medical Devices,F.10.01,Medical Devices,lasers for medical purposes,lasers à usage médical
F,Health,10, Medical Devices,F.10.01,Medical Devices,hearing aids,appareils auditifs
F,Health,10, Medical Devices,F.10.01,Medical Devices,catheters,cathéters
F,Health,10, Medical Devices,F.10.01,Medical Devices,sphygmomanometers,sphygmomanomètres
F,Health,10, Medical Devices,F.10.01,Medical Devices,ear picks,cueillies d'oreilles
F,Health,10, Medical Devices,F.10.06,Baby Care,pacifiers for babies,sucettes pour bébés
F,Health,10, Medical Devices,F.10.06,Baby Care,feeding bottle teats,tétines de la bouteille d'alimentation
F,Health,10, Medical Devices,F.10.06,Baby Care,feeding bottles,Bouteilles d'alimentation
F,Health,10, Medical Devices,F.10.06,Baby Care,baby bottles,biberons
F,Health,10, Medical Devices,F.10.06,Baby Care,babies’ bottles,biberons
F,Health,10, Medical Devices,F.10.06,Baby Care,breast pumps,pompes mammaires
F,Health,10, Medical Devices,F.10.02,Diagnostic Devices,diagnostic apparatus for medical purposes,appareils de diagnostic à des fins médicales
F,Health,10, Medical Devices,F.10.02,Diagnostic Devices,testing apparatus for medical purposes,appareils d'essai à des fins médicales
F,Health,10, Medical Devices,F.10.02,Diagnostic Devices,blood testing apparatus,appareils d'analyse du sang
F,Health,10, Medical Devices,F.10.02,Diagnostic Devices,thermometers for medical purposes,thermomètres à usage médical
F,Health,10, Medical Devices,F.10.03,Orthopedic Articles,"artificial limbs, eyes and teeth","membres artificiels, yeux et dents"
F,Health,10, Medical Devices,F.10.03,Orthopedic Articles,artificial limbs,membres artificiels
F,Health,10, Medical Devices,F.10.03,Orthopedic Articles,artificial teeth,dents artificielles
F,Health,10, Medical Devices,F.10.03,Orthopedic Articles,orthopedic articles,articles orthopédiques
F,Health,10, Medical Devices,F.10.03,Orthopedic Articles,orthopaedic articles,articles orthopédiques
F,Health,10, Medical Devices,F.10.04,Surgical Instruments,gloves for medical purposes,gants à usage médical
F,Health,10, Medical Devices,F.10.04,Surgical Instruments,sanitary masks for medical purposes,masques sanitaires à usage médical
F,Health,10, Medical Devices,F.10.04,Surgical Instruments,masks for use by medical personnel,masques utilisés par le personnel médical
F,Health,10, Medical Devices,F.10.04,Surgical Instruments,surgical masks,masques chirurgicaux
F,Health,10, Medical Devices,F.10.04,Surgical Instruments,dental apparatus and instruments,appareils et instruments dentaires
F,Health,10, Medical Devices,F.10.04,Surgical Instruments,surgical apparatus and instruments,appareils et instruments chirurgicaux
F,Health,10, Medical Devices,F.10.04,Surgical Instruments,"surgical, medical, dental and veterinary apparatus and instruments","appareils et instruments chirurgicaux, médicaux, dentaires et vétérinaires"
F,Health,10, Medical Devices,F.10.04,Surgical Instruments,"surgical, medical, dental and veterinary apparatus and instruments, artificial limbs, eyes and teeth","appareils et instruments chirurgicaux, médicaux, dentaires et vétérinaires, membres artificiels, yeux et dents"
F,Health,10, Medical Devices,F.10.05,Massage Apparatus,gloves for massage,gants pour massage
F,Health,10, Medical Devices,F.10.05,Massage Apparatus,physiotherapy apparatus,appareils de physiothérapie
F,Health,10, Medical Devices,F.10.05,Massage Apparatus,esthetic massage apparatus,Appareils de massage esthétique
F,Health,10, Medical Devices,F.10.05,Massage Apparatus,vibromassage apparatus,appareils de vibromassage
F,Health,10, Medical Devices,F.10.05,Massage Apparatus,massage apparatus,appareils de massage
F,Health,10, Medical Devices,F.10.05,Massage Apparatus,massage apparatus and instruments,appareils et instruments de massage
F,Health,10, Medical Devices,F.10.05,Massage Apparatus,electric massage apparatus for household use,appareils de massage électrique pour usage domestique
F,Health,10, Medical Devices,F.10.05,Massage Apparatus,massaging apparatus for personal use,Appareils de massage à usage personnel
F,Health,10, Medical Devices,F.10.99,Other Health,abdominal belts,ceintures abdominales
F,Health,10, Medical Devices,F.10.99,Other Health,sex toys,jouets sexuels
F,Health,10, Medical Devices,F.10.99,Other Health,condoms,préservatifs
F,Health,10, Medical Devices,F.10.99,Other Health,parts and fittings for all the aforesaid goods,Parties et accessoires pour toutes les marchandises susmentionnées
F,Health,10, Medical Devices,F.10.99,Other Health,teething rings,des anneaux de dentition
F,Health,44, Medical and Veterinary,F.44.01,Medical Services,medical services,services médicaux
F,Health,44, Medical and Veterinary,F.44.01,Medical Services,medical assistance,assistance médicale
F,Health,44, Medical and Veterinary,F.44.01,Medical Services,medical clinic services,services de clinique médicale
F,Health,44, Medical and Veterinary,F.44.01,Medical Services,medical clinics,cliniques médicales
F,Health,44, Medical and Veterinary,F.44.01,Medical Services,hospital services,services hospitaliers
F,Health,44, Medical and Veterinary,F.44.01,Medical Services,medical health assessment services,services d'évaluation médicale de la santé
F,Health,44, Medical and Veterinary,F.44.01,Medical Services,providing medical information,fournir des informations médicales
F,Health,44, Medical and Veterinary,F.44.01,Medical Services,telemedicine services,services de télémédecine
F,Health,44, Medical and Veterinary,F.44.01,Medical Services,medical treatment services,services de traitement médical
F,Health,44, Medical and Veterinary,F.44.01,Medical Services,medical equipment rental,location de matériel médical
F,Health,44, Medical and Veterinary,F.44.01,Medical Services,advisory services relating to health,services consultatifs en matière de santé
F,Health,44, Medical and Veterinary,F.44.01,Medical Services,healthcare,soins de santé
F,Health,44, Medical and Veterinary,F.44.01,Medical Services,healthcare services,services de santé
F,Health,44, Medical and Veterinary,F.44.01,Medical Services,medical screening,dépistage médical
F,Health,44, Medical and Veterinary,F.44.01,Medical Services,consultancy relating to health care,Conseils en matière de soins de santé
F,Health,44, Medical and Veterinary,F.44.01,Medical Services,pharmacy advice,Conseils en pharmacie
F,Health,44, Medical and Veterinary,F.44.01,Medical Services,diet and nutritional guidance,diététique et conseils nutritionnels
F,Health,44, Medical and Veterinary,F.44.02,Veterinary Services,veterinary services,services vétérinaires
F,Health,44, Medical and Veterinary,F.44.02,Veterinary Services,veterinary services,services vétérinaires
F,Health,44, Medical and Veterinary,F.44.02,Veterinary Services,"medical and veterinary, beauty, agricultural and forestry","médecine et vétérinaire, beauté, agriculture et sylviculture"
F,Health,44, Medical and Veterinary,F.44.03,Beauty Services,beauty salon services,services de salon de beauté
F,Health,44, Medical and Veterinary,F.44.03,Beauty Services,beauty salons,Salons de beauté
F,Health,44, Medical and Veterinary,F.44.03,Beauty Services,beauty treatment services,services de soins de beauté
F,Health,44, Medical and Veterinary,F.44.03,Beauty Services,beauty care services,services de soins de beauté
F,Health,44, Medical and Veterinary,F.44.03,Beauty Services,beauty consultancy,conseil beauté
F,Health,44, Medical and Veterinary,F.44.03,Beauty Services,hygienic and beauty care for human beings,soins hygiéniques et de beauté pour les êtres humains
F,Health,44, Medical and Veterinary,F.44.03,Beauty Services,hygienic and beauty care for human beings or animals,soins hygiéniques et de beauté pour les êtres humains ou les animaux
F,Health,44, Medical and Veterinary,F.44.03,Beauty Services,hairdressing salons,Salons de coiffure
F,Health,44, Medical and Veterinary,F.44.03,Beauty Services,hair salon services,services de salon de coiffure
F,Health,44, Medical and Veterinary,F.44.03,Beauty Services,manicuring,manucure
F,Health,44, Medical and Veterinary,F.44.04,Therapeutic Services,massage,massage
F,Health,44, Medical and Veterinary,F.44.04,Therapeutic Services,massage services,Services de massage
F,Health,44, Medical and Veterinary,F.44.04,Therapeutic Services,aromatherapy services,Services d'aromathérapie
F,Health,44, Medical and Veterinary,F.44.04,Therapeutic Services,physical therapy,thérapie physique
F,Health,44, Medical and Veterinary,F.44.04,Therapeutic Services,physiotherapy,physiothérapie
F,Health,44, Medical and Veterinary,F.44.03,Beauty Services,plastic surgery,chirurgie plastique
F,Health,44, Medical and Veterinary,F.44.03,Beauty Services,health spa services,services de spa de santé
F,Health,44, Medical and Veterinary,F.44.03,Beauty Services,beauty salon services,services de salon de beauté
F,Health,44, Medical and Veterinary,F.44.03,Beauty Services,beauty salons,Salons de beauté
F,Health,44, Medical and Veterinary,F.44.03,Beauty Services,beauty consultancy,conseil beauté
F,Health,44, Medical and Veterinary,F.44.03,Beauty Services,beauty care services,services de soins de beauté
F,Health,44, Medical and Veterinary,F.44.01,Medical Services,mental health services,services de santé mentale
F,Health,44, Medical and Veterinary,F.44.01,Medical Services,all included in class 44,tous compris dans la classe 44
G,Household equipment,8, Hand Tools,G.08.01,Hand Tools,hand tools,outils à main
G,Household equipment,8, Hand Tools,G.08.01,Hand Tools,hand tools and implements (hand-operated),outils et outils à main (à commande manuelle)
G,Household equipment,8, Hand Tools,G.08.01,Hand Tools,"hand tools, hand-operated","outils à main, actionnés à la main"
G,Household equipment,8, Hand Tools,G.08.01,Hand Tools,pliers,pinces
G,Household equipment,8, Hand Tools,G.08.01,Hand Tools,screwdrivers,tournevis
G,Household equipment,8, Hand Tools,G.08.01,Hand Tools,axes,axes
G,Household equipment,8, Hand Tools,G.08.01,Hand Tools,cutters,cutters
G,Household equipment,8, Hand Tools,G.08.01,Hand Tools,vegetable slicers,trancheurs de légumes
G,Household equipment,8, Hand Tools,G.08.01,Hand Tools,"can openers, non-electric","ouvre-boîtes, non électriques"
G,Household equipment,8, Hand Tools,G.08.01,Hand Tools,"garden tools, hand-operated","outils de jardin, actionnés à la main"
G,Household equipment,8, Hand Tools,G.08.01,Hand Tools,sharpening stones,pierres d'affûtage
G,Household equipment,8, Hand Tools,G.08.01,Hand Tools,hand implements for hair curling,instruments à main pour le curling des cheveux
G,Household equipment,8, Hand Tools,G.08.02,Cutlery,cutlery,couverts
G,Household equipment,8, Hand Tools,G.08.02,Cutlery,kitchen knives,couteaux de cuisine
G,Household equipment,8, Hand Tools,G.08.02,Cutlery,"table cutlery [knives, forks and spoons]","Couverts de table [couteaux, fourchettes et cuillères]"
G,Household equipment,8, Hand Tools,G.08.02,Cutlery,table forks,Fourches de table
G,Household equipment,8, Hand Tools,G.08.02,Cutlery,forks,Fourches
G,Household equipment,8, Hand Tools,G.08.02,Cutlery,spoons,cuillères
G,Household equipment,8, Hand Tools,G.08.02,Cutlery,cleavers,cleavers
G,Household equipment,8, Hand Tools,G.08.03,Razors and Blades,razors,rasoirs
G,Household equipment,8, Hand Tools,G.08.03,Razors and Blades,razor blades,lames de rasoir
G,Household equipment,8, Hand Tools,G.08.03,Razors and Blades,"razors, electric or non-electric",rasoirs électriques ou non électriques
G,Household equipment,8, Hand Tools,G.08.03,Razors and Blades,razor cases,Cas de rasoir
G,Household equipment,8, Hand Tools,G.08.04,Personal Grooming Tools,scissors,ciseaux
G,Household equipment,8, Hand Tools,G.08.04,Personal Grooming Tools,manicure sets,ensembles de manucure
G,Household equipment,8, Hand Tools,G.08.04,Personal Grooming Tools,pedicure sets,Ensembles de pédicure
G,Household equipment,8, Hand Tools,G.08.04,Personal Grooming Tools,nail files,limes à ongles
G,Household equipment,8, Hand Tools,G.08.04,Personal Grooming Tools,nail clippers,pinces à ongles
G,Household equipment,8, Hand Tools,G.08.04,Personal Grooming Tools,"nail clippers, electric or non-electric","pinces à ongles, électriques ou non électriques"
G,Household equipment,8, Hand Tools,G.08.04,Personal Grooming Tools,nail nippers,nichoirs à ongles
G,Household equipment,8, Hand Tools,G.08.04,Personal Grooming Tools,"manicure sets, electric",manucure électrique
